id,postcode,"woonplaats","alternatieve_schrijfwijzen","gemeente","provincie","netnummer",latitude,longitude,"soort"
3794,8422,"Nijeberkoop","NYEBERKOOP","Ooststellingwerf","Friesland","0516",52.9586587,6.191014,"Adres"
3795,8423,"Makkinga","","Ooststellingwerf","Friesland","0516",52.980487,6.2173244,"Adres"
3796,8424,"Elsloo","","Ooststellingwerf","Friesland","0561",52.9405589,6.2378214,"Adres"
3797,8425,"Langedijke","LANGEDYKE","Ooststellingwerf","Friesland","0516",52.9616811,6.2816475,"Adres"
3798,8426,"Appelscha","","Ooststellingwerf","Friesland","0516",52.9523997,6.3563031,"Adres + Postbus"
3799,8427,"Ravenswoud","","Ooststellingwerf","Friesland","0516",52.9651208,6.3808774,"Adres"
3800,8428,"Fochteloo","","Ooststellingwerf","Friesland","0516",52.985614,6.3385027,"Adres"
3801,8430,"Oosterwolde","Oosterwolde Fr","Ooststellingwerf","Friesland","0516",52.9898754,6.2958994,"Postbus"
3802,8431,"Oosterwolde","Oosterwolde Fr","Ooststellingwerf","Friesland","0516",52.9982454,6.2866004,"Adres + Postbus"
3803,8432,"Haule","","Ooststellingwerf","Friesland","0516",53.0365305,6.3046863,"Adres"
3804,8433,"Haulerwijk","HAULERWYK","Ooststellingwerf","Friesland","0516",53.0653054,6.3319233,"Adres + Postbus"
3805,8434,"Waskemeer","","Ooststellingwerf","Friesland","0516",53.0563837,6.2813745,"Adres + Postbus"
3806,8435,"Donkerbroek","","Ooststellingwerf","Friesland","0516",53.0173249,6.2349711,"Adres"
3807,8437,"Zorgvlied","","Westerveld","Drenthe","0521",52.9216165,6.2538379,"Adres"
3808,8438,"Wateren","","Westerveld","Drenthe","0521",52.9104343,6.2814045,"Adres"
3809,8439,"Oude Willem","","Westerveld","Drenthe","0521",52.9068106,6.3291884,"Adres"
3810,8440,"Heerenveen","","Heerenveen","Friesland","0513",52.9614637,5.9210856,"Postbus"
3811,8441,"Heerenveen","","Heerenveen","Friesland","0513",52.9771023,5.911295,"Adres"
3812,8442,"Heerenveen","","Heerenveen","Friesland","0513",52.9560115,5.929173,"Adres"
3813,8443,"Heerenveen","","Heerenveen","Friesland","0513",52.9446734,5.9405193,"Adres"
3814,8444,"Heerenveen","","Heerenveen","Friesland","0513",52.9305019,5.9546927,"Adres"
3815,8445,"Heerenveen","","Heerenveen","Friesland","0513",52.9384409,5.9305509,"Adres"
3816,8446,"Heerenveen","","Heerenveen","Friesland","0513",52.9497769,5.9192052,"Adres"
3817,8447,"Heerenveen","","Heerenveen","Friesland","0513",52.9611137,5.9078528,"Adres"
3818,8448,"Heerenveen","","Heerenveen","Friesland","0513",52.9675745,5.9402995,"Adres"
3819,8449,"Terband","","Heerenveen","Friesland","0513",53.0060142,5.897299,"Adres"
3820,8451,"Oudeschoot","","Heerenveen","Friesland","0513",52.933158,5.9798679,"Adres"
3821,8452,"Nieuweschoot","","Heerenveen","Friesland","0513",52.9309449,5.9332436,"Adres"
3822,8453,"Oranjewoud","","Heerenveen","Friesland","0513",52.9504028,5.9633787,"Adres"
3823,8454,"Mildam","","Heerenveen","Friesland","0513",52.9349101,6.0030051,"Adres"
3824,8455,"Katlijk","KATLYK","Heerenveen","Friesland","0513",52.9473703,6.0124351,"Adres"
3825,8456,"De Knipe","","Heerenveen","Friesland","0513",52.9685087,5.9674586,"Adres"
3826,8457,"Gersloot","","Heerenveen","Friesland","0513",53.0046927,5.96085,"Adres"
3827,8458,"Tjalleberd","","Heerenveen","Friesland","0513",52.9978296,5.9432282,"Adres"
3828,8459,"Luinjeberd","","Heerenveen","Friesland","0513",52.9918842,5.9247596,"Adres"
3829,8461,"Rottum","","Skarsterlân","Friesland","0513",52.9356565,5.8917903,"Adres"
3830,8462,"Rotstergaast","","Skarsterlân","Friesland","0513",52.9004303,5.8937014,"Adres"
3831,8463,"Rotsterhaule","","Skarsterlân","Friesland","0513",52.9227609,5.8449816,"Adres"
3832,8464,"Sintjohannesga","SINT JOHANNESGA","Skarsterlân","Friesland","0513",52.9363021,5.8659471,"Adres"
3833,8465,"Oudehaske","","Skarsterlân","Friesland","0513",52.9568858,5.8714262,"Adres"
3834,8466,"Nijehaske","NYEHASKE","Skarsterlân","Friesland","0513",52.9613501,5.8935762,"Adres"
3835,8467,"Vegelinsoord","","Skarsterlân","Friesland","0513",52.9993439,5.8636397,"Adres"
3836,8468,"Haskerdijken","HASKERDYKEN","Skarsterlân","Friesland","0513",52.9927516,5.8820568,"Adres"
3837,8469,"Nieuwebrug","","Skarsterlân","Friesland","0513",52.9907088,5.8849227,"Adres"
3838,8470,"Wolvega","","Weststellingwerf","Friesland","0561",52.8781093,5.9887014,"Postbus"
3839,8471,"Wolvega","","Weststellingwerf","Friesland","0561",52.8676069,6.0013114,"Adres"
3840,8472,"Wolvega","","Weststellingwerf","Friesland","0561",52.8763149,6.0152733,"Adres"
3841,8474,"Oldeholtpade","","Weststellingwerf","Friesland","0561",52.8927613,6.047896,"Adres"
3842,8475,"Nijeholtpade","NYEHOLTPADE","Weststellingwerf","Friesland","0561",52.9124446,6.0783552,"Adres"
3843,8476,"Ter Idzard","","Weststellingwerf","Friesland","0561",52.9050559,6.0370666,"Adres"
3844,8477,"Oldeholtwolde","","Weststellingwerf","Friesland","0561",52.9064184,6.0107631,"Adres"
3845,8478,"Sonnega","","Weststellingwerf","Friesland","0561",52.8697601,5.9684037,"Adres"
3846,8479,"Oldetrijne","OLDETRYNE","Weststellingwerf","Friesland","0561",52.8619047,5.946056,"Adres"
3847,8481,"Nijetrijne","","Weststellingwerf","Friesland","0561",52.8429864,5.9086643,"Adres"
3848,8482,"Spanga","","Weststellingwerf","Friesland","0561",52.8188502,5.8850429,"Adres"
3849,8483,"Scherpenzeel","","Weststellingwerf","Friesland","0561",52.8317587,5.8754856,"Adres"
3850,8484,"Langelille","","Weststellingwerf","Friesland","0561",52.8423439,5.8440204,"Adres"
3851,8485,"Munnekeburen","","Weststellingwerf","Friesland","0561",52.8508842,5.8880353,"Adres"
3852,8486,"Oldelamer","","Weststellingwerf","Friesland","0561",52.8712795,5.9320965,"Adres"
3853,8487,"Nijelamer","NYELAMER","Weststellingwerf","Friesland","0561",52.8862115,5.9582476,"Adres"
3854,8488,"Nijeholtwolde","NYEHOLTWOLDE","Weststellingwerf","Friesland","0561",52.8959354,5.9871194,"Adres"
3855,8489,"Slijkenburg","SLYKENBURG","Weststellingwerf","Friesland","0527",52.8065575,5.8442817,"Adres"
3856,8490,"Akkrum","","Boarnsterhim","Friesland","0566",53.0381781,5.8488052,"Postbus"
3857,8491,"Akkrum","","Boarnsterhim","Friesland","0566",53.0493736,5.8341466,"Adres"
3858,8493,"Terherne","TERHORNE","Boarnsterhim","Friesland","0566",53.0410043,5.7814,"Adres + Postbus"
3859,8494,"Nes","","Boarnsterhim","Friesland","0566",53.0683281,5.8652353,"Adres"
3860,8495,"Aldeboarn","OLDEBOORN","Boarnsterhim","Friesland","0566",53.0481093,5.8924892,"Adres"
3861,8497,"Goëngahuizen","GOENGAHUIZEN","Smallingerland","Friesland","0566",53.0833333,5.8833333,"Adres"
3862,8500,"Joure","","Skarsterlân","Friesland","0513",52.967918,5.796805,"Postbus"
3863,8501,"Joure","","Skarsterlân","Friesland","0513",52.9721559,5.7930415,"Adres"
3864,8502,"Joure","","Skarsterlân","Friesland","0513",52.9711566,5.8134925,"Adres"
3865,8503,"Joure","","Skarsterlân","Friesland","0513",52.9628197,5.7635429,"Adres"
3866,8505,"Snikzwaag","","Skarsterlân","Friesland","0513",52.9853496,5.7877901,"Adres"
3867,8506,"Haskerhorne","","Skarsterlân","Friesland","0513",52.9533826,5.8293375,"Adres"
3868,8507,"Rohel","","Skarsterlân","Friesland","0513",52.9174277,5.8318126,"Adres"
3869,8508,"Delfstrahuizen","","Lemsterland","Friesland","0514",52.8741795,5.8249106,"Adres"
3870,8511,"Goingarijp","GOINGARYP","Skarsterlân","Friesland","0566",53.0101991,5.7705574,"Adres"
3871,8512,"Broek","","Skarsterlân","Friesland","0513",52.983056,5.777222,"Adres"
3872,8513,"Ouwsterhaule","","Skarsterlân","Friesland","0513",52.9389359,5.8135725,"Adres"
3873,8514,"Ouwster-Nijega","OUWSTER NYEGA","Skarsterlân","Friesland","0513",52.9296763,5.8044253,"Adres"
3874,8515,"Oldeouwer","","Skarsterlân","Friesland","0513",52.9181233,5.7982042,"Adres"
3875,8516,"Doniaga","","Skarsterlân","Friesland","0513",52.9056497,5.747647,"Adres"
3876,8517,"Scharsterbrug","","Skarsterlân","Friesland","0513",52.9430397,5.7776424,"Adres"
3877,8520,"Sint Nicolaasga","ST NICOLAASGA","Skarsterlân","Friesland","0513",52.9254962,5.7409619,"Postbus"
3878,8521,"Sint Nicolaasga","ST NICOLAASGA","Skarsterlân","Friesland","0513",52.9243196,5.7406279,"Adres"
3879,8522,"Tjerkgaast","","Skarsterlân","Friesland","0514",52.9035576,5.6783033,"Adres"
3880,8523,"Idskenhuizen","","Skarsterlân","Friesland","0513",52.9283231,5.7137736,"Adres"
3881,8524,"Teroele","","Skarsterlân","Friesland","0513",52.9350628,5.6934478,"Adres"
3882,8525,"Langweer","","Skarsterlân","Friesland","0513",52.9583718,5.723091,"Adres"
3883,8526,"Boornzwaag","","Skarsterlân","Friesland","0513",52.958372,5.7456541,"Adres"
3884,8527,"Legemeer","","Skarsterlân","Friesland","0513",52.9394865,5.7289998,"Adres"
3885,8528,"Dijken","DYKEN","Skarsterlân","Friesland","0513",52.9511305,5.710463,"Adres"
3886,8529,"Koufurderrige","","Wymbritseradiel","Friesland","0514",52.9543965,5.6542861,"Adres"
3887,8530,"Lemmer","","Lemsterland","Friesland","0514",52.8460331,5.6949828,"Postbus"
3888,8531,"Lemmer","","Lemsterland","Friesland","0514",52.878014,5.6806508,"Adres"
3889,8532,"Lemmer","","Lemsterland","Friesland","0514",52.8568259,5.7019512,"Adres"
3890,8534,"Eesterga","","Lemsterland","Friesland","0514",52.868055,5.7283961,"Adres"
3891,8535,"Follega","","Lemsterland","Friesland","0514",52.8862034,5.7361296,"Adres"
3892,8536,"Oosterzee","","Lemsterland","Friesland","0514",52.8699773,5.7529451,"Adres"
3893,8537,"Echten","","Lemsterland","Friesland","0514",52.8765088,5.7952089,"Adres"
3894,8538,"Bantega","","Lemsterland","Friesland","0514",52.8416244,5.7972027,"Adres"
3895,8539,"Echtenerbrug","","Lemsterland","Friesland","0514",52.8733749,5.822319,"Adres"
3896,8541,"Akmarijp","AKMARYP","Skarsterlân","Friesland","0566",53.0056557,5.7886028,"Adres"
3897,8542,"Terkaple","","Skarsterlân","Friesland","0566",53.0136865,5.7894517,"Adres"
3898,8551,"Woudsend","","Wymbritseradiel","Friesland","0514",52.9427599,5.6287027,"Adres"
3899,8552,"Smallebrugge","","Wymbritseradiel","Friesland","0514",52.9580538,5.6377756,"Adres"
3900,8553,"Indijk","INDYK","Wymbritseradiel","Friesland","0514",52.9467921,5.6018568,"Adres"
3901,8554,"IJpecolsga","YPECOLSGA","Wymbritseradiel","Friesland","0514",53.1641642,5.7817542,"Adres"
3902,8556,"Sloten","","Gaasterlân-Sleat","Friesland","0514",52.8945213,5.6457171,"Adres"
3903,8560,"Balk","","Gaasterlân-Sleat","Friesland","0514",53.0011262,6.2311672,"Postbus"
3904,8561,"Balk","","Gaasterlân-Sleat","Friesland","0514",52.8972249,5.5798871,"Adres"
3905,8563,"Wijckel","WYCKEL","Gaasterlân-Sleat","Friesland","0514",52.8889663,5.6247945,"Adres"
3906,8564,"Ruigahuizen","","Gaasterlân-Sleat","Friesland","0514",52.8815405,5.5704592,"Adres"
3907,8565,"Sondel","","Gaasterlân-Sleat","Friesland","0514",52.8711433,5.5976085,"Adres"
3908,8566,"Nijemirdum","NYEMIRDUM","Gaasterlân-Sleat","Friesland","0514",52.8557002,5.5673222,"Adres"
3909,8567,"Oudemirdum","","Gaasterlân-Sleat","Friesland","0514",52.8494203,5.5332441,"Adres"
3910,8571,"Harich","","Gaasterlân-Sleat","Friesland","0514",52.9024442,5.5636659,"Adres"
3911,8572,"Rijs","","Gaasterlân-Sleat","Friesland","0514",52.8632514,5.4992868,"Adres"
3912,8573,"Mirns","","Gaasterlân-Sleat","Friesland","0514",52.8567456,5.4649598,"Adres"
3913,8574,"Bakhuizen","","Gaasterlân-Sleat","Friesland","0514",52.8686496,5.45515,"Adres"
3914,8581,"Elahuizen","","Gaasterlân-Sleat","Friesland","0514",52.9255427,5.5416776,"Adres"
3915,8582,"Oudega","Oudega G.S.","Gaasterlân-Sleat","Friesland","0514",52.9044748,5.5226678,"Adres"
3916,8583,"Kolderwolde","","Gaasterlân-Sleat","Friesland","0514",52.897222,5.51,"Adres"
3917,8584,"Hemelum","","Nijefurd","Friesland","0514",52.880709,5.4560155,"Adres"
3918,8600,"Sneek","","Sneek","Friesland","0515",53.0307872,5.6696146,"Postbus"
3919,8601,"Sneek","","Sneek","Friesland","0515",53.033371,5.640579,"Adres"
3920,8602,"Sneek","","Sneek","Friesland","0515",53.0437233,5.6495921,"Adres"
3921,8603,"Sneek","","Sneek","Friesland","0515",53.0414961,5.6680688,"Adres"
3922,8604,"Sneek","","Sneek","Friesland","0515",53.0353444,5.6840137,"Adres"
3923,8605,"Sneek","","Sneek","Friesland","0515",53.0331644,5.673233,"Adres"
3924,8606,"Sneek","","Sneek","Friesland","0515",53.0204238,5.6860867,"Adres"
3925,8607,"Sneek","","Sneek","Friesland","0515",53.016064,5.6645381,"Adres"
3926,8608,"Sneek","","Sneek","Friesland","0515",53.0223731,5.645198,"Adres"
3927,8611,"Gaastmeer","","Wymbritseradiel","Friesland","0515",52.9645319,5.5433936,"Adres"
3928,8612,"Idzega","","Wymbritseradiel","Friesland","0515",52.9799028,5.5533645,"Adres"
3929,8613,"Sandfirden","","Wymbritseradiel","Friesland","0515",52.9881299,5.5209776,"Adres"
3930,8614,"Oudega","Oudega (Wymbritseradeel)","Wymbritseradiel","Friesland","0515",52.9925,5.548611,"Adres"
3931,8615,"Blauwhuis","","Wymbritseradiel","Friesland","0515",53.0225,5.532222,"Adres"
3932,8616,"Westhem","","Wymbritseradiel","Friesland","0515",53.0156183,5.5500441,"Adres"
3933,8617,"Abbega","","Wymbritseradiel","Friesland","0515",53.0192891,5.5716955,"Adres"
3934,8618,"Oosthem","","Wymbritseradiel","Friesland","0515",53.0165259,5.6012921,"Adres"
3935,8621,"Heeg","","Wymbritseradiel","Friesland","0515",52.9715521,5.605224,"Adres"
3936,8622,"Hommerts","","Wymbritseradiel","Friesland","0515",52.981679,5.6501505,"Adres"
3937,8623,"Jutrijp","JUTRYP","Wymbritseradiel","Friesland","0515",52.994763,5.6500956,"Adres"
3938,8624,"Uitwellingerga","","Wymbritseradiel","Friesland","0515",53.0033721,5.7053841,"Adres"
3939,8625,"Oppenhuizen","","Wymbritseradiel","Friesland","0515",53.0125795,5.6964222,"Adres"
3940,8626,"Offingawier","","Sneek","Friesland","0515",53.030926,5.6941529,"Adres"
3941,8627,"Gauw","","Wymbritseradiel","Friesland","0515",53.0585683,5.7140367,"Adres"
3942,8628,"Goënga","GOENGA","Wymbritseradiel","Friesland","0515",53.05,5.7,"Adres"
3943,8629,"Scharnegoutum","","Wymbritseradiel","Friesland","0515",53.0643261,5.6802174,"Adres"
3944,8631,"Loënga","LOENGA","Sneek","Friesland","0515",53.05,5.6833333,"Adres"
3945,8632,"Tirns","","Wymbritseradiel","Friesland","0515",53.05892,5.6261417,"Adres"
3946,8633,"IJsbrechtum","YSBRECHTUM","Sneek","Friesland","0515",53.0419773,5.6325566,"Adres"
3947,8635,"Boazum","BOZUM","Littenseradiel","Friesland","0515",53.0884393,5.6965448,"Adres"
3948,8636,"Britswert","BRITSWERD","Littenseradiel","Friesland","058",53.1122141,5.6756875,"Adres"
3949,8637,"Wieuwerd","","Littenseradiel","Friesland","058",53.1097084,5.6897079,"Adres"
3950,8641,"Rien","","Littenseradiel","Friesland","0515",53.0959643,5.6578893,"Adres"
3951,8642,"Lutkewierum","","Littenseradiel","Friesland","0515",53.0886961,5.663273,"Adres"
3952,8644,"Dearsum","DEERSUM","Boarnsterhim","Friesland","0515",53.086491,5.7161575,"Adres"
3953,8647,"Sibrandabuorren","SYBRANDABUREN","Boarnsterhim","Friesland","0515",53.0683264,5.7208088,"Adres"
3954,8650,"IJlst","","Wymbritseradiel","Friesland","0515",52.9680597,5.604922,"Postbus"
3955,8651,"IJlst","","Wymbritseradiel","Friesland","0515",53.0113587,5.620591,"Adres"
3956,8658,"Greonterp","","Wymbritseradiel","Friesland","0515",53.0155037,5.5190502,"Adres"
3957,8700,"Bolsward","","Bolsward","Friesland","0515",53.0569848,5.5356553,"Postbus"
3958,8701,"Bolsward","","Bolsward","Friesland","0515",53.0612531,5.5216963,"Adres"
3959,8702,"Bolsward","","Bolsward","Friesland","0515",53.0689611,5.5429188,"Adres"
3960,8710,"Workum","","Nijefurd","Friesland","0515",52.9601858,5.4131901,"Postbus"
3961,8711,"Workum","","Nijefurd","Friesland","0515",52.9803166,5.4495924,"Adres"
3962,8713,"Hindeloopen","","Nijefurd","Friesland","0514",52.9426846,5.4012542,"Adres"
3963,8715,"Stavoren","","Nijefurd","Friesland","0514",52.8829456,5.3607068,"Adres"
3964,8721,"Warns","","Nijefurd","Friesland","0514",52.8743192,5.4107648,"Adres"
3965,8722,"Molkwerum","","Nijefurd","Friesland","0514",52.9003905,5.39941,"Adres"
3966,8723,"Koudum","","Nijefurd","Friesland","0514",52.914484,5.4482493,"Adres + Postbus"
3967,8724,"It Heidenskip","","Nijefurd","Friesland","0514",52.9488351,5.5018875,"Adres"
3968,8730,"Wommels","","Littenseradiel","Friesland","0515",53.1079328,5.590158,"Postbus"
3969,8731,"Wommels","","Littenseradiel","Friesland","0515",53.1081532,5.5872898,"Adres"
3970,8732,"Kûbaard","KUBAARD","Littenseradiel","Friesland","0515",53.1166667,5.5666667,"Adres"
3971,8733,"Iens","","Littenseradiel","Friesland","0515",53.1220978,5.6133302,"Adres"
3972,8734,"Easterein","","Littenseradiel","Friesland","0515",53.0972592,5.6189034,"Adres"
3973,8735,"Itens","","Littenseradiel","Friesland","0515",53.1014059,5.6432917,"Adres"
3974,8736,"Reahûs","Reahus","Littenseradiel","Friesland","0515",53.08372,5.63195,"Adres"
3975,8737,"Hidaard","","Littenseradiel","Friesland","0515",53.0794605,5.6032291,"Adres"
3976,8741,"Hartwerd","","Wûnseradiel","Friesland","0515",53.0681155,5.5682032,"Adres"
3977,8742,"Burgwerd","","Wûnseradiel","Friesland","0515",53.086119,5.5458909,"Adres"
3978,8743,"Hichtum","","Wûnseradiel","Friesland","0515",53.0813543,5.525951,"Adres"
3979,8744,"Schettens","","Wûnseradiel","Friesland","0517",53.0829415,5.4836023,"Adres"
3980,8745,"Longerhouw","","Wûnseradiel","Friesland","0517",53.0692241,5.4784098,"Adres"
3981,8746,"Schraard","","Wûnseradiel","Friesland","0517",53.0807887,5.4512145,"Adres"
3982,8747,"Wons","","Wûnseradiel","Friesland","0517",53.0839813,5.423212,"Adres"
3983,8748,"Witmarsum","","Wûnseradiel","Friesland","0517",53.1023274,5.4667442,"Adres + Postbus"
3984,8749,"Pingjum","","Wûnseradiel","Friesland","0517",53.1158288,5.4392565,"Adres"
3985,8751,"Zurich","","Wûnseradiel","Friesland","0517",53.1111778,5.3947511,"Adres"
3986,8752,"Kornwerderzand","","Wûnseradiel","Friesland","0517",53.0726456,5.337913,"Adres"
3987,8753,"Cornwerd","","Wûnseradiel","Friesland","0515",53.0832949,5.3907465,"Adres"
3988,8754,"Makkum","","Wûnseradiel","Friesland","0515",53.0561114,5.4032128,"Adres + Postbus"
3989,8755,"Idsegahuizum","","Wûnseradiel","Friesland","0515",53.0430986,5.4180548,"Adres"
3990,8756,"Piaam","","Wûnseradiel","Friesland","0515",53.0385612,5.406829,"Adres"
3991,8757,"Gaast","","Wûnseradiel","Friesland","0515",53.0163297,5.409823,"Adres"
3992,8758,"Allingawier","","Wûnseradiel","Friesland","0515",53.0476961,5.4459764,"Adres"
3993,8759,"Exmorra","","Wûnseradiel","Friesland","0515",53.055539,5.464973,"Adres"
3994,8761,"Ferwoude","","Wûnseradiel","Friesland","0515",53.0057009,5.4332717,"Adres"
3995,8762,"Hieslum","","Wûnseradiel","Friesland","0515",53.0083208,5.4885496,"Adres"
3996,8763,"Parrega","","Wûnseradiel","Friesland","0515",53.0187592,5.4776928,"Adres"
3997,8764,"Dedgum","","Wûnseradiel","Friesland","0515",53.0233306,5.4918158,"Adres"
3998,8765,"Tjerkwerd","","Wûnseradiel","Friesland","0515",53.0423532,5.5025371,"Adres"
3999,8766,"Breezanddijk","BREEZANDDYK","Wûnseradiel","Friesland","0517",53.02,5.206944,"Adres"
4000,8771,"Nijland","NYLAND","Wymbritseradiel","Friesland","0515",53.0509933,5.5765426,"Adres"
4001,8772,"Tjalhuizum","","Wymbritseradiel","Friesland","0515",53.0468753,5.6140568,"Adres"
4002,8773,"Folsgare","","Wymbritseradiel","Friesland","0515",53.0377002,5.6045421,"Adres"
4003,8774,"Wolsum","","Wymbritseradiel","Friesland","0515",53.0364094,5.545277,"Adres"
4004,8775,"Nijhuizum","NYHUIZUM","Nijefurd","Friesland","0515",52.9801037,5.485533,"Adres"
4005,8800,"Franeker","","Franekeradeel","Friesland","0517",53.1855183,5.5381637,"Postbus"
4006,8801,"Franeker","","Franekeradeel","Friesland","0517",53.1802772,5.5568376,"Adres"
4007,8802,"Franeker","","Franekeradeel","Friesland","0517",53.1950854,5.5287618,"Adres"
4008,8804,"Tzum","","Franekeradeel","Friesland","0517",53.1588616,5.5633501,"Adres + Postbus"
4009,8805,"Hitzum","","Franekeradeel","Friesland","0517",53.1661334,5.5195989,"Adres"
4010,8806,"Achlum","","Franekeradeel","Friesland","0517",53.1480338,5.4847188,"Adres"
4011,8807,"Herbaijum","HERBAYUM","Franekeradeel","Friesland","0517",53.1848118,5.4954675,"Adres"
4012,8808,"Dongjum","","Franekeradeel","Friesland","0517",53.2084093,5.5431818,"Adres"
4013,8809,"Boer","","Franekeradeel","Friesland","0517",53.2154852,5.5658264,"Adres"
4014,8811,"Ried","","Franekeradeel","Friesland","0517",53.2237365,5.5923017,"Adres"
4015,8812,"Peins","","Franekeradeel","Friesland","0517",53.206274,5.5944189,"Adres"
4016,8813,"Schalsum","","Franekeradeel","Friesland","0517",53.1981155,5.572159,"Adres"
4017,8814,"Zweins","","Franekeradeel","Friesland","0517",53.1909074,5.605222,"Adres"
4018,8816,"Skingen","Schingen","Menaldumadeel","Friesland","0517",53.2015322,5.6175766,"Adres"
4019,8821,"Kimswerd","","Wûnseradiel","Friesland","0517",53.141862,5.4394094,"Adres"
4020,8822,"Arum","","Wûnseradiel","Friesland","0517",53.12943,5.4774311,"Adres"
4021,8823,"Lollum","","Wûnseradiel","Friesland","0517",53.1258912,5.5309636,"Adres"
4022,8831,"Winsum","","Littenseradiel","Friesland","0517",53.1527192,5.6326533,"Adres"
4023,8832,"Húns","Huns","Littenseradiel","Friesland","0517",53.1673,5.66671,"Adres"
4024,8833,"Leons","LIONS","Littenseradiel","Friesland","0517",53.1521734,5.6796607,"Adres"
4025,8834,"Baard","","Littenseradiel","Friesland","0517",53.1422439,5.66849,"Adres"
4026,8835,"Easterlittens","OOSTERLITTENS","Littenseradiel","Friesland","0517",53.1353215,5.6501712,"Adres"
4027,8841,"Baaium","BAYUM","Littenseradiel","Friesland","0517",53.1648887,5.6222558,"Adres"
4028,8842,"Wjelsryp","WELSRYP","Littenseradiel","Friesland","0517",53.1666521,5.606909,"Adres"
4029,8843,"Spannum","","Littenseradiel","Friesland","0517",53.1428386,5.6076101,"Adres"
4030,8844,"Hinnaard","HENNAARD","Littenseradiel","Friesland","0515",53.1125561,5.6353678,"Adres"
4031,8845,"Waaksens","","Littenseradiel","Friesland","0517",53.1099958,5.5379145,"Adres"
4032,8851,"Tzummarum","","Franekeradeel","Friesland","0518",53.2374865,5.5498319,"Adres"
4033,8852,"Firdgum","","Franekeradeel","Friesland","0518",53.2485421,5.5601505,"Adres"
4034,8853,"Klooster-Lidlum","KLOOSTER LIDLUM","Franekeradeel","Friesland","0518",53.2300428,5.5240626,"Adres"
4035,8854,"Oosterbierum","","Franekeradeel","Friesland","0518",53.2345932,5.5123207,"Adres"
4036,8855,"Sexbierum","","Franekeradeel","Friesland","0517",53.2173164,5.4843741,"Adres + Postbus"
4037,8856,"Pietersbierum","","Franekeradeel","Friesland","0517",53.2157199,5.4764288,"Adres"
4038,8857,"Wijnaldum","WYNALDUM","Harlingen","Friesland","0517",53.1956574,5.4597788,"Adres"
4039,8860,"Harlingen","","Harlingen","Friesland","0517",53.1753413,5.4182838,"Postbus"
4040,8861,"Harlingen","","Harlingen","Friesland","0517",53.1768359,5.4561221,"Adres"
4041,8862,"Harlingen","","Harlingen","Friesland","0517",53.1633047,5.4568733,"Adres"
4042,8871,"Midlum","","Harlingen","Friesland","0517",53.1853369,5.476776,"Adres"
4043,8872,"Midlum","","Harlingen","Friesland","0517",53.1881629,5.4445904,"Adres"
4044,8880,"West-Terschelling","","Terschelling","Friesland","0562",53.3642447,5.2168968,"Postbus"
4045,8881,"West-Terschelling","","Terschelling","Friesland","0562",53.3627053,5.2168932,"Adres"
4046,8882,"Hee","TERSCHELLING HEE","Terschelling","Friesland","0562",53.3755111,5.255395,"Adres"
4047,8883,"Kaart","","Terschelling","Friesland","0562",53.3766227,5.2703421,"Adres"
4048,8884,"Baaiduinen","","Terschelling","Friesland","0562",53.3773557,5.2868677,"Adres"
4049,8885,"Kinnum","","Terschelling","Friesland","0562",53.3753702,5.2761001,"Adres"
4050,8891,"Midsland","Terschelling Midsland","Terschelling","Friesland","0562",53.382631,5.2874422,"Adres"
4051,8892,"Seerijp","ZEERYP;Seeryp","Terschelling","Friesland","0562",53.3799642,5.2974874,"Adres"
4052,8893,"Landerum","","Terschelling","Friesland","0562",53.3866214,5.300388,"Adres"
4053,8894,"Formerum","","Terschelling","Friesland","0562",53.3898535,5.3098956,"Adres"
4054,8895,"Lies","","Terschelling","Friesland","0562",53.3938612,5.3262428,"Adres"
4055,8896,"Hoorn","Terschelling Hoorn","Terschelling","Friesland","0562",53.3970134,5.3436161,"Adres"
4056,8897,"Oosterend","Terschelling Oosterend","Terschelling","Friesland","0562",53.4043348,5.379603,"Adres"
4057,8899,"Vlieland","","Vlieland","Friesland","0562",53.2501844,4.9514271,"Adres + Postbus"
4058,8900,"Leeuwarden","","Leeuwarden","Friesland","058",53.223301,5.7516999,"Adres + Postbus"
4059,8901,"Leeuwarden","","Leeuwarden","Friesland","058",53.223301,5.7516999,"Postbus"
4060,8902,"Leeuwarden","","Leeuwarden","Friesland","058",53.223301,5.7516999,"Postbus"
4061,8903,"Leeuwarden","","Leeuwarden","Friesland","058",53.223301,5.7516999,"Postbus"
4062,8911,"Leeuwarden","","Leeuwarden","Friesland","058",53.2026778,5.7950927,"Adres"
4063,8912,"Leeuwarden","","Leeuwarden","Friesland","058",53.1897198,5.7559507,"Adres"
4064,8913,"Leeuwarden","","Leeuwarden","Friesland","058",53.2006715,5.7807928,"Adres"
4065,8914,"Leeuwarden","","Leeuwarden","Friesland","058",53.2060963,5.7524581,"Adres"
4066,8915,"Leeuwarden","","Leeuwarden","Friesland","058",53.2107808,5.7673155,"Adres"
4067,8916,"Leeuwarden","","Leeuwarden","Friesland","058",53.2060198,5.7819218,"Adres"
4068,8917,"Leeuwarden","","Leeuwarden","Friesland","058",53.2081932,5.7927898,"Adres"
4069,8918,"Leeuwarden","","Leeuwarden","Friesland","058",53.2162164,5.7944872,"Adres"
4070,8919,"Leeuwarden","","Leeuwarden","Friesland","058",53.2246534,5.7598272,"Adres"
